,Path,Fold,Family (abbr.),Family (in full),Instrument (abbr.),Instrument (in full),Technique (abbr.),Technique (in full),Pitch,Pitch ID (if applicable),Dynamics,Dynamics ID (if applicable),Instance ID,Mute (abbr.),Mute (in full),String ID (if applicable),Needed digital retuning,nframes,Duration(s),Octave
7275,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-A4-mf-1c-N.wav,3,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,A4,69.0,mf,2.0,0.0,N,None,1.0,False,,,4
7276,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-A4-mf-2c-N.wav,3,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,A4,69.0,mf,2.0,1.0,N,None,2.0,False,,,4
7277,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-A4-mf-3c-N.wav,1,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,A4,69.0,mf,2.0,2.0,N,None,3.0,False,,,4
7278,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-A4-mf-4c-N.wav,3,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,A4,69.0,mf,2.0,3.0,N,None,4.0,False,,,4
7279,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-A5-mf-1c-N.wav,3,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,A5,81.0,mf,2.0,0.0,N,None,1.0,False,,,5
7280,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-A5-mf-2c-N.wav,2,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,A5,81.0,mf,2.0,1.0,N,None,2.0,False,,,5
7281,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-B3-mf-3c-R100u.wav,4,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,B3,59.0,mf,2.0,2.0,N,None,3.0,True,300538.0,,3
7282,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-B3-mf-4c-T21u.wav,4,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,B3,59.0,mf,2.0,3.0,N,None,4.0,True,309628.0,,3
7283,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-B4-mf-1c-N.wav,0,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,B4,71.0,mf,2.0,0.0,N,None,1.0,False,,,4
7284,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-B4-mf-2c-T11u.wav,0,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,B4,71.0,mf,2.0,1.0,N,None,2.0,True,319195.0,,4
7285,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-B4-mf-3c-N.wav,3,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,B4,71.0,mf,2.0,2.0,N,None,3.0,False,,,4
7286,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-B4-mf-4c-T12u.wav,1,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,B4,71.0,mf,2.0,3.0,N,None,4.0,True,314668.0,,4
7287,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-B5-mf-1c-T14u.wav,0,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,B5,83.0,mf,2.0,0.0,N,None,1.0,True,336815.0,,5
7288,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-B5-mf-2c-T10u.wav,0,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,B5,83.0,mf,2.0,1.0,N,None,2.0,True,344060.0,,5
7297,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-C3-mf-4c-N.wav,2,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,C3,48.0,mf,2.0,3.0,N,None,4.0,False,,,3
7298,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-C4-mf-3c-N.wav,1,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,C4,60.0,mf,2.0,2.0,N,None,3.0,False,,,4
7299,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-C4-mf-4c-T10d.wav,2,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,C4,60.0,mf,2.0,3.0,N,None,4.0,True,296476.0,,4
7300,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-C5-mf-1c-N.wav,1,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,C5,72.0,mf,2.0,0.0,N,None,1.0,False,,,5
7301,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-C5-mf-2c-T13u.wav,0,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,C5,72.0,mf,2.0,1.0,N,None,2.0,True,313740.0,,5
7302,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-C5-mf-3c-N.wav,0,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,C5,72.0,mf,2.0,2.0,N,None,3.0,False,,,5
7303,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-C5-mf-4c-N.wav,2,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,C5,72.0,mf,2.0,3.0,N,None,4.0,False,,,5
7314,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-D3-mf-4c-N.wav,4,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,D3,50.0,mf,2.0,3.0,N,None,4.0,False,,,3
7315,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-D4-mf-2c-N.wav,3,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,D4,62.0,mf,2.0,1.0,N,None,2.0,False,,,4
7316,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-D4-mf-3c-N.wav,1,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,D4,62.0,mf,2.0,2.0,N,None,3.0,False,,,4
7317,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-D4-mf-4c-N.wav,2,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,D4,62.0,mf,2.0,3.0,N,None,4.0,False,,,4
7318,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-D5-mf-1c-N.wav,2,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,D5,74.0,mf,2.0,0.0,N,None,1.0,False,,,5
7319,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-D5-mf-2c-T15u.wav,2,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,D5,74.0,mf,2.0,1.0,N,None,2.0,True,284486.0,,5
7320,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-D5-mf-3c-N.wav,1,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,D5,74.0,mf,2.0,2.0,N,None,3.0,False,,,5
7323,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-E3-mf-4c-N.wav,0,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,E3,52.0,mf,2.0,3.0,N,None,4.0,False,,,3
7324,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-E4-mf-2c-N.wav,2,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,E4,64.0,mf,2.0,1.0,N,None,2.0,False,,,4
7325,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-E4-mf-3c-N.wav,0,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,E4,64.0,mf,2.0,2.0,N,None,3.0,False,,,4
7326,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-E4-mf-4c-N.wav,0,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,E4,64.0,mf,2.0,3.0,N,None,4.0,False,,,4
7327,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-E5-mf-1c-T15u.wav,1,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,E5,76.0,mf,2.0,0.0,N,None,1.0,True,321073.0,,5
7328,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-E5-mf-2c-N.wav,2,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,E5,76.0,mf,2.0,1.0,N,None,2.0,False,,,5
7329,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-E5-mf-3c-T11u.wav,1,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,E5,76.0,mf,2.0,2.0,N,None,3.0,True,304775.0,,5
7338,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-F3-mf-4c-N.wav,1,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,F3,53.0,mf,2.0,3.0,N,None,4.0,False,,,3
7339,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-F4-mf-2c-N.wav,3,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,F4,65.0,mf,2.0,1.0,N,None,2.0,False,,,4
7340,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-F4-mf-3c-N.wav,3,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,F4,65.0,mf,2.0,2.0,N,None,3.0,False,,,4
7341,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-F4-mf-4c-N.wav,2,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,F4,65.0,mf,2.0,3.0,N,None,4.0,False,,,4
7342,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-F5-mf-1c-N.wav,3,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,F5,77.0,mf,2.0,0.0,N,None,1.0,False,,,5
7343,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-F5-mf-2c-N.wav,0,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,F5,77.0,mf,2.0,1.0,N,None,2.0,False,,,5
7344,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-F5-mf-3c-N.wav,0,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,F5,77.0,mf,2.0,2.0,N,None,3.0,False,,,5
7352,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-G3-mf-3c-T10u.wav,4,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,G3,55.0,mf,2.0,2.0,N,None,3.0,True,362831.0,,3
7353,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-G3-mf-4c-T17u.wav,4,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,G3,55.0,mf,2.0,3.0,N,None,4.0,True,338456.0,,3
7354,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-G4-mf-2c-N.wav,2,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,G4,67.0,mf,2.0,1.0,N,None,2.0,False,,,4
7355,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-G4-mf-3c-T10u.wav,2,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,G4,67.0,mf,2.0,2.0,N,None,3.0,True,312787.0,,4
7356,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-G4-mf-4c-N.wav,2,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,G4,67.0,mf,2.0,3.0,N,None,4.0,False,,,4
7357,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-G5-mf-1c-N.wav,2,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,G5,79.0,mf,2.0,0.0,N,None,1.0,False,,,5
7358,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-G5-mf-2c-N.wav,0,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,G5,79.0,mf,2.0,1.0,N,None,2.0,False,,,5
7359,Strings/Viola/sul_tasto_tremolo/Va-tasto_trem-G5-mf-3c-T19u.wav,2,Strings,Violin Family,Va,Viola,tasto_trem,sul_tasto_tremolo,G5,79.0,mf,2.0,2.0,N,None,3.0,True,324841.0,,5
7387,Strings/Viola/tremolo/Va-trem-A3-ff-3c-N.wav,3,Strings,Violin Family,Va,Viola,trem,tremolo,A3,57.0,ff,4.0,2.0,N,None,3.0,False,,,3
7388,Strings/Viola/tremolo/Va-trem-A3-ff-4c-T26u.wav,1,Strings,Violin Family,Va,Viola,trem,tremolo,A3,57.0,ff,4.0,3.0,N,None,4.0,True,302942.0,,3
7389,Strings/Viola/tremolo/Va-trem-A3-mf-3c-N.wav,1,Strings,Violin Family,Va,Viola,trem,tremolo,A3,57.0,mf,2.0,2.0,N,None,3.0,False,,,3
7390,Strings/Viola/tremolo/Va-trem-A3-mf-4c-T23u.wav,3,Strings,Violin Family,Va,Viola,trem,tremolo,A3,57.0,mf,2.0,3.0,N,None,4.0,True,304837.0,,3
7391,Strings/Viola/tremolo/Va-trem-A3-pp-3c-N.wav,0,Strings,Violin Family,Va,Viola,trem,tremolo,A3,57.0,pp,0.0,2.0,N,None,3.0,False,,,3
7392,Strings/Viola/tremolo/Va-trem-A3-pp-4c-T13u.wav,1,Strings,Violin Family,Va,Viola,trem,tremolo,A3,57.0,pp,0.0,3.0,N,None,4.0,True,316639.0,,3
7393,Strings/Viola/tremolo/Va-trem-A4-ff-1c-N.wav,1,Strings,Violin Family,Va,Viola,trem,tremolo,A4,69.0,ff,4.0,0.0,N,None,1.0,False,,,4
7394,Strings/Viola/tremolo/Va-trem-A4-ff-2c-N.wav,4,Strings,Violin Family,Va,Viola,trem,tremolo,A4,69.0,ff,4.0,1.0,N,None,2.0,False,,,4
7395,Strings/Viola/tremolo/Va-trem-A4-ff-3c-T11u.wav,1,Strings,Violin Family,Va,Viola,trem,tremolo,A4,69.0,ff,4.0,2.0,N,None,3.0,True,331861.0,,4
7396,Strings/Viola/tremolo/Va-trem-A4-ff-4c-T12u.wav,1,Strings,Violin Family,Va,Viola,trem,tremolo,A4,69.0,ff,4.0,3.0,N,None,4.0,True,303600.0,,4
7397,Strings/Viola/tremolo/Va-trem-A4-mf-1c-N.wav,2,Strings,Violin Family,Va,Viola,trem,tremolo,A4,69.0,mf,2.0,0.0,N,None,1.0,False,,,4
7398,Strings/Viola/tremolo/Va-trem-A4-mf-2c-N.wav,1,Strings,Violin Family,Va,Viola,trem,tremolo,A4,69.0,mf,2.0,1.0,N,None,2.0,False,,,4
7399,Strings/Viola/tremolo/Va-trem-A4-mf-3c-T11u.wav,1,Strings,Violin Family,Va,Viola,trem,tremolo,A4,69.0,mf,2.0,2.0,N,None,3.0,True,319532.0,,4
7400,Strings/Viola/tremolo/Va-trem-A4-mf-4c-N.wav,1,Strings,Violin Family,Va,Viola,trem,tremolo,A4,69.0,mf,2.0,3.0,N,None,4.0,False,,,4
7401,Strings/Viola/tremolo/Va-trem-A4-pp-1c-N.wav,4,Strings,Violin Family,Va,Viola,trem,tremolo,A4,69.0,pp,0.0,0.0,N,None,1.0,False,,,4
7402,Strings/Viola/tremolo/Va-trem-A4-pp-2c-N.wav,4,Strings,Violin Family,Va,Viola,trem,tremolo,A4,69.0,pp,0.0,1.0,N,None,2.0,False,,,4
7403,Strings/Viola/tremolo/Va-trem-A4-pp-3c-T11u.wav,2,Strings,Violin Family,Va,Viola,trem,tremolo,A4,69.0,pp,0.0,2.0,N,None,3.0,True,305022.0,,4
7404,Strings/Viola/tremolo/Va-trem-A4-pp-4c-N.wav,3,Strings,Violin Family,Va,Viola,trem,tremolo,A4,69.0,pp,0.0,3.0,N,None,4.0,False,,,4
7405,Strings/Viola/tremolo/Va-trem-A5-ff-1c-N.wav,0,Strings,Violin Family,Va,Viola,trem,tremolo,A5,81.0,ff,4.0,0.0,N,None,1.0,False,,,5
7406,Strings/Viola/tremolo/Va-trem-A5-ff-2c-N.wav,2,Strings,Violin Family,Va,Viola,trem,tremolo,A5,81.0,ff,4.0,1.0,N,None,2.0,False,,,5
7407,Strings/Viola/tremolo/Va-trem-A5-mf-1c-N.wav,0,Strings,Violin Family,Va,Viola,trem,tremolo,A5,81.0,mf,2.0,0.0,N,None,1.0,False,,,5
7408,Strings/Viola/tremolo/Va-trem-A5-mf-2c-T10u.wav,2,Strings,Violin Family,Va,Viola,trem,tremolo,A5,81.0,mf,2.0,1.0,N,None,2.0,True,319163.0,,5
7409,Strings/Viola/tremolo/Va-trem-A5-pp-1c-N.wav,4,Strings,Violin Family,Va,Viola,trem,tremolo,A5,81.0,pp,0.0,0.0,N,None,1.0,False,,,5
7410,Strings/Viola/tremolo/Va-trem-A5-pp-2c-T10u.wav,4,Strings,Violin Family,Va,Viola,trem,tremolo,A5,81.0,pp,0.0,1.0,N,None,2.0,True,315438.0,,5
7414,Strings/Viola/tremolo/Va-trem-B3-ff-3c-T13u.wav,2,Strings,Violin Family,Va,Viola,trem,tremolo,B3,59.0,ff,4.0,2.0,N,None,3.0,True,323659.0,,3
7415,Strings/Viola/tremolo/Va-trem-B3-ff-4c-N.wav,3,Strings,Violin Family,Va,Viola,trem,tremolo,B3,59.0,ff,4.0,3.0,N,None,4.0,False,,,3
7416,Strings/Viola/tremolo/Va-trem-B3-mf-3c-T19u.wav,4,Strings,Violin Family,Va,Viola,trem,tremolo,B3,59.0,mf,2.0,2.0,N,None,3.0,True,311391.0,,3
7417,Strings/Viola/tremolo/Va-trem-B3-mf-4c-N.wav,4,Strings,Violin Family,Va,Viola,trem,tremolo,B3,59.0,mf,2.0,3.0,N,None,4.0,False,,,3
7418,Strings/Viola/tremolo/Va-trem-B3-pp-3c-T17u.wav,2,Strings,Violin Family,Va,Viola,trem,tremolo,B3,59.0,pp,0.0,2.0,N,None,3.0,True,297934.0,,3
7419,Strings/Viola/tremolo/Va-trem-B3-pp-4c-N.wav,1,Strings,Violin Family,Va,Viola,trem,tremolo,B3,59.0,pp,0.0,3.0,N,None,4.0,False,,,3
7420,Strings/Viola/tremolo/Va-trem-B4-ff-1c-N.wav,1,Strings,Violin Family,Va,Viola,trem,tremolo,B4,71.0,ff,4.0,0.0,N,None,1.0,False,,,4
7421,Strings/Viola/tremolo/Va-trem-B4-ff-2c-N.wav,0,Strings,Violin Family,Va,Viola,trem,tremolo,B4,71.0,ff,4.0,1.0,N,None,2.0,False,,,4
7422,Strings/Viola/tremolo/Va-trem-B4-ff-3c-N.wav,4,Strings,Violin Family,Va,Viola,trem,tremolo,B4,71.0,ff,4.0,2.0,N,None,3.0,False,,,4
7423,Strings/Viola/tremolo/Va-trem-B4-ff-4c-N.wav,4,Strings,Violin Family,Va,Viola,trem,tremolo,B4,71.0,ff,4.0,3.0,N,None,4.0,False,,,4
7424,Strings/Viola/tremolo/Va-trem-B4-mf-1c-N.wav,3,Strings,Violin Family,Va,Viola,trem,tremolo,B4,71.0,mf,2.0,0.0,N,None,1.0,False,,,4
7425,Strings/Viola/tremolo/Va-trem-B4-mf-2c-N.wav,0,Strings,Violin Family,Va,Viola,trem,tremolo,B4,71.0,mf,2.0,1.0,N,None,2.0,False,,,4
7426,Strings/Viola/tremolo/Va-trem-B4-mf-3c-N.wav,2,Strings,Violin Family,Va,Viola,trem,tremolo,B4,71.0,mf,2.0,2.0,N,None,3.0,False,,,4
7427,Strings/Viola/tremolo/Va-trem-B4-mf-4c-N.wav,2,Strings,Violin Family,Va,Viola,trem,tremolo,B4,71.0,mf,2.0,3.0,N,None,4.0,False,,,4
7428,Strings/Viola/tremolo/Va-trem-B4-pp-1c-N.wav,0,Strings,Violin Family,Va,Viola,trem,tremolo,B4,71.0,pp,0.0,0.0,N,None,1.0,False,,,4
7429,Strings/Viola/tremolo/Va-trem-B4-pp-2c-T13u.wav,3,Strings,Violin Family,Va,Viola,trem,tremolo,B4,71.0,pp,0.0,1.0,N,None,2.0,True,295135.0,,4
7430,Strings/Viola/tremolo/Va-trem-B4-pp-3c-N.wav,4,Strings,Violin Family,Va,Viola,trem,tremolo,B4,71.0,pp,0.0,2.0,N,None,3.0,False,,,4
7431,Strings/Viola/tremolo/Va-trem-B4-pp-4c-N.wav,0,Strings,Violin Family,Va,Viola,trem,tremolo,B4,71.0,pp,0.0,3.0,N,None,4.0,False,,,4
7432,Strings/Viola/tremolo/Va-trem-B5-ff-1c-T15u.wav,4,Strings,Violin Family,Va,Viola,trem,tremolo,B5,83.0,ff,4.0,0.0,N,None,1.0,True,321500.0,,5
7433,Strings/Viola/tremolo/Va-trem-B5-ff-2c-T27u.wav,4,Strings,Violin Family,Va,Viola,trem,tremolo,B5,83.0,ff,4.0,1.0,N,None,2.0,True,307954.0,,5
7434,Strings/Viola/tremolo/Va-trem-B5-mf-1c-T16u.wav,0,Strings,Violin Family,Va,Viola,trem,tremolo,B5,83.0,mf,2.0,0.0,N,None,1.0,True,332521.0,,5
7435,Strings/Viola/tremolo/Va-trem-B5-mf-2c-T20u.wav,0,Strings,Violin Family,Va,Viola,trem,tremolo,B5,83.0,mf,2.0,1.0,N,None,2.0,True,324369.0,,5
7436,Strings/Viola/tremolo/Va-trem-B5-pp-1c-T17u.wav,2,Strings,Violin Family,Va,Viola,trem,tremolo,B5,83.0,pp,0.0,0.0,N,None,1.0,True,314230.0,,5
7437,Strings/Viola/tremolo/Va-trem-B5-pp-2c-T21u.wav,4,Strings,Violin Family,Va,Viola,trem,tremolo,B5,83.0,pp,0.0,1.0,N,None,2.0,True,312189.0,,5
7465,Strings/Viola/tremolo/Va-trem-C3-ff-4c-N.wav,0,Strings,Violin Family,Va,Viola,trem,tremolo,C3,48.0,ff,4.0,3.0,N,None,4.0,False,,,3
7466,Strings/Viola/tremolo/Va-trem-C3-mf-4c-N.wav,1,Strings,Violin Family,Va,Viola,trem,tremolo,C3,48.0,mf,2.0,3.0,N,None,4.0,False,,,3
7467,Strings/Viola/tremolo/Va-trem-C3-pp-4c-N.wav,0,Strings,Violin Family,Va,Viola,trem,tremolo,C3,48.0,pp,0.0,3.0,N,None,4.0,False,,,3
7468,Strings/Viola/tremolo/Va-trem-C4-ff-3c-N.wav,2,Strings,Violin Family,Va,Viola,trem,tremolo,C4,60.0,ff,4.0,2.0,N,None,3.0,False,,,4
7469,Strings/Viola/tremolo/Va-trem-C4-ff-4c-N.wav,1,Strings,Violin Family,Va,Viola,trem,tremolo,C4,60.0,ff,4.0,3.0,N,None,4.0,False,,,4
7470,Strings/Viola/tremolo/Va-trem-C4-mf-3c-N.wav,0,Strings,Violin Family,Va,Viola,trem,tremolo,C4,60.0,mf,2.0,2.0,N,None,3.0,False,,,4
7471,Strings/Viola/tremolo/Va-trem-C4-mf-4c-N.wav,2,Strings,Violin Family,Va,Viola,trem,tremolo,C4,60.0,mf,2.0,3.0,N,None,4.0,False,,,4
7472,Strings/Viola/tremolo/Va-trem-C4-pp-3c-T14u.wav,0,Strings,Violin Family,Va,Viola,trem,tremolo,C4,60.0,pp,0.0,2.0,N,None,3.0,True,299674.0,,4
7473,Strings/Viola/tremolo/Va-trem-C4-pp-4c-N.wav,3,Strings,Violin Family,Va,Viola,trem,tremolo,C4,60.0,pp,0.0,3.0,N,None,4.0,False,,,4
7474,Strings/Viola/tremolo/Va-trem-C5-ff-1c-N.wav,4,Strings,Violin Family,Va,Viola,trem,tremolo,C5,72.0,ff,4.0,0.0,N,None,1.0,False,,,5
7475,Strings/Viola/tremolo/Va-trem-C5-ff-2c-T11u.wav,2,Strings,Violin Family,Va,Viola,trem,tremolo,C5,72.0,ff,4.0,1.0,N,None,2.0,True,331157.0,,5
7476,Strings/Viola/tremolo/Va-trem-C5-ff-3c-N.wav,0,Strings,Violin Family,Va,Viola,trem,tremolo,C5,72.0,ff,4.0,2.0,N,None,3.0,False,,,5
7477,Strings/Viola/tremolo/Va-trem-C5-ff-4c-T11u.wav,2,Strings,Violin Family,Va,Viola,trem,tremolo,C5,72.0,ff,4.0,3.0,N,None,4.0,True,318925.0,,5
7478,Strings/Viola/tremolo/Va-trem-C5-mf-1c-N.wav,1,Strings,Violin Family,Va,Viola,trem,tremolo,C5,72.0,mf,2.0,0.0,N,None,1.0,False,,,5
7479,Strings/Viola/tremolo/Va-trem-C5-mf-2c-T11u.wav,0,Strings,Violin Family,Va,Viola,trem,tremolo,C5,72.0,mf,2.0,1.0,N,None,2.0,True,296085.0,,5
7480,Strings/Viola/tremolo/Va-trem-C5-mf-3c-N.wav,1,Strings,Violin Family,Va,Viola,trem,tremolo,C5,72.0,mf,2.0,2.0,N,None,3.0,False,,,5
7481,Strings/Viola/tremolo/Va-trem-C5-mf-4c-N.wav,0,Strings,Violin Family,Va,Viola,trem,tremolo,C5,72.0,mf,2.0,3.0,N,None,4.0,False,,,5
7482,Strings/Viola/tremolo/Va-trem-C5-pp-1c-N.wav,4,Strings,Violin Family,Va,Viola,trem,tremolo,C5,72.0,pp,0.0,0.0,N,None,1.0,False,,,5
7483,Strings/Viola/tremolo/Va-trem-C5-pp-2c-T14u.wav,4,Strings,Violin Family,Va,Viola,trem,tremolo,C5,72.0,pp,0.0,1.0,N,None,2.0,True,307761.0,,5
7484,Strings/Viola/tremolo/Va-trem-C5-pp-3c-N.wav,3,Strings,Violin Family,Va,Viola,trem,tremolo,C5,72.0,pp,0.0,2.0,N,None,3.0,False,,,5
7485,Strings/Viola/tremolo/Va-trem-C5-pp-4c-N.wav,0,Strings,Violin Family,Va,Viola,trem,tremolo,C5,72.0,pp,0.0,3.0,N,None,4.0,False,,,5
7519,Strings/Viola/tremolo/Va-trem-D3-ff-4c-T10u.wav,3,Strings,Violin Family,Va,Viola,trem,tremolo,D3,50.0,ff,4.0,3.0,N,None,4.0,True,330170.0,,3
7520,Strings/Viola/tremolo/Va-trem-D3-mf-4c-T10u.wav,4,Strings,Violin Family,Va,Viola,trem,tremolo,D3,50.0,mf,2.0,3.0,N,None,4.0,True,296326.0,,3
7521,Strings/Viola/tremolo/Va-trem-D3-pp-4c-N.wav,1,Strings,Violin Family,Va,Viola,trem,tremolo,D3,50.0,pp,0.0,3.0,N,None,4.0,False,,,3
7522,Strings/Viola/tremolo/Va-trem-D4-ff-2c-N.wav,0,Strings,Violin Family,Va,Viola,trem,tremolo,D4,62.0,ff,4.0,1.0,N,None,2.0,False,,,4
7523,Strings/Viola/tremolo/Va-trem-D4-ff-3c-N.wav,0,Strings,Violin Family,Va,Viola,trem,tremolo,D4,62.0,ff,4.0,2.0,N,None,3.0,False,,,4
7524,Strings/Viola/tremolo/Va-trem-D4-ff-4c-N.wav,3,Strings,Violin Family,Va,Viola,trem,tremolo,D4,62.0,ff,4.0,3.0,N,None,4.0,False,,,4
7525,Strings/Viola/tremolo/Va-trem-D4-mf-2c-N.wav,2,Strings,Violin Family,Va,Viola,trem,tremolo,D4,62.0,mf,2.0,1.0,N,None,2.0,False,,,4
7526,Strings/Viola/tremolo/Va-trem-D4-mf-3c-N.wav,2,Strings,Violin Family,Va,Viola,trem,tremolo,D4,62.0,mf,2.0,2.0,N,None,3.0,False,,,4
7527,Strings/Viola/tremolo/Va-trem-D4-mf-4c-N.wav,2,Strings,Violin Family,Va,Viola,trem,tremolo,D4,62.0,mf,2.0,3.0,N,None,4.0,False,,,4
7528,Strings/Viola/tremolo/Va-trem-D4-pp-2c-N.wav,2,Strings,Violin Family,Va,Viola,trem,tremolo,D4,62.0,pp,0.0,1.0,N,None,2.0,False,,,4
7529,Strings/Viola/tremolo/Va-trem-D4-pp-3c-N.wav,1,Strings,Violin Family,Va,Viola,trem,tremolo,D4,62.0,pp,0.0,2.0,N,None,3.0,False,,,4
7530,Strings/Viola/tremolo/Va-trem-D4-pp-4c-N.wav,4,Strings,Violin Family,Va,Viola,trem,tremolo,D4,62.0,pp,0.0,3.0,N,None,4.0,False,,,4
